title,authors,id,source,date,url,abstract
Influence of Vitamin C Supplementation on Oxidative Stress and Neutrophil Inflammatory Response in Acute and Regular Exercise,"Ljiljana M. Popovic, Nebojsa R. Mitic, Dijana Miric, Boban Bisevac, Mirjana Miric, Brankica Popovic",PMC4352897,Oxidative Medicine and Cellular Longevity,2015-01-01,https://doi.org/10.1155/2015/295497,This study investigated vitamin C's impact on oxidative stress and neutrophil inflammation from exercise. Vitamin C supplementation reduced exercise-induced lipid peroxidation but did not affect neutrophil inflammatory response.
Does Vitamin C and E Supplementation Impair the Favorable Adaptations of Regular Exercise?,"Michalis G. Nikolaidis, Chad M. Kerksick, Manfred Lamprecht, Steven R. McAnulty",PMC3425865,Oxidative Medicine and Cellular Longevity,2012-01-01,https://doi.org/10.1155/2012/707941,This study investigated whether vitamin C and E supplementation interferes with exercise adaptations. High doses of these vitamins are not recommended for exercising individuals due to conflicting evidence on their efficacy and potential harm.
Can supplementation with vitamin C and E alter physiological adaptations to strength training?,"Gøran Paulsen, Kristoffer T Cumming, Håvard Hamarsland, Elisabet Børsheim, Sveinung Berntsen, Truls ...",PMC4114441,"BMC Sports Science, Medicine and Rehabilitation",2014-01-01,https://doi.org/10.1186/2052-1847-6-28,High doses of vitamins C and E were tested for their effects on strength training adaptations in young and older men. Supplementation blunted adaptations in young men but showed potential benefits in older men.
Differences in the Pro/Antioxidative Status and Cellular Stress Response in Elderly Women after 6 Weeks of Exercise Training Supported by 1000 mg of Vitamin C Supplementation,"Małgorzata Żychowska, Ewa Sadowska-Krępa, Elisabetta Damiani, Luca Tiano, Ewa Ziemann, Alicja Nowak-...",PMC9599586,Biomedicines,2022-10-20,https://doi.org/10.3390/biomedicines10102641,This study examined the effects of exercise training with vitamin C supplementation on antioxidant status and cellular stress response in elderly women. Vitamin C supplementation increased oxidative stress markers and influenced minor changes in gene expression related to training adaptation.
Vitamin C and E Supplementation Effects in Professional Soccer Players Under Regular Training,"Claudio C Zoppi, Rodrigo Hohl, Fernando C Silva, Fernanda L Lazarim, Joaquim MF Antunes Neto, Mirtes...",PMC2129167,Journal of the International Society of Sports Nutrition,2006-01-01,https://doi.org/10.1186/1550-2783-3-2-37,This study investigated vitamin C and E supplementation in professional soccer players during training. Supplementation reduced lipid peroxidation and muscle damage but did not improve performance.
Exercise Training and Vitamin C Supplementation Affects Ferritin mRNA in Leukocytes without Affecting Prooxidative/Antioxidative Balance in Elderly Women,"Małgorzata Żychowska, Agata Grzybkowska, Monika Wiech, Robert Urbański, Wanda Pilch, Anna Piotrowska...",PMC7554744,International Journal of Molecular Sciences,2020-09-05,https://doi.org/10.3390/ijms21186469,Exercise training with vitamin C supplementation decreased ferritin mRNA in elderly women's leukocytes. This intervention did not alter the prooxidative/antioxidative balance.
Effects of vitamin C and E supplementation on endogenous antioxidant systems and heat shock proteins in response to endurance training,"Kristoffer T. Cumming, Truls Raastad, Geir Holden, Nasser E. Bastani, Damaris Schneeberger, Maria Pa...",PMC4254089,Physiological Reports,2014-10-01,https://doi.org/10.14814/phy2.12142,This study examined vitamin C and E supplementation's effects on antioxidant and heat shock protein systems during endurance training. Supplementation did not alter long-term training adaptations but increased acute exercise stress responses.
Effects of Acute Vitamin C plus Vitamin E Supplementation on Exercise-Induced Muscle Damage in Runners: A Double-Blind Randomized Controlled Trial,"María Martínez-Ferrán, Víctor Cuadrado-Peñafiel, Juan Manuel Sánchez-Andreo, Marta Villar-Lucas, Món...",PMC9659095,Nutrients,2022-11-03,https://doi.org/10.3390/nu14214635,This study investigated if vitamin C and E supplementation reduces exercise-induced muscle damage in runners. The supplementation did not significantly improve muscle damage markers or performance compared to a placebo.
Vitamin C and E supplementation does not affect heat shock proteins or endogenous antioxidants in trained skeletal muscles during 12 weeks of strength training,"K. T. Cumming, T. Raastad, A. Sørstrøm, M. P. Paronetto, N. Mercatelli, I. Ugelstad, D. Caporossi, G...",PMC7050865,BMC nutrition,2017-08-17,https://doi.org/10.1186/s40795-017-0185-8,This study examined the impact of vitamin C and E supplementation on trained individuals undergoing strength training. The supplementation did not alter acute exercise stress responses or long-term adaptations in heat shock proteins or endogenous antioxidants.
Can vitamin C supplementation reverse the effects of exercise training in polluted air on oxidative stress markers? A randomized controlled trial,"Amin Eatemadyboroujeni, Mehdi Kargarfard, Hojatollah Alaei",PMC8519622,ARYA Atherosclerosis,2021-01-01,https://doi.org/10.22122/arya.v17i0.2101,"This study investigated the effects of exercise, polluted air, and vitamin C on oxidative stress markers in rats. Vitamin C supplementation did not significantly reverse the increased oxidative stress caused by exercise in polluted air."
The Effect of Vitamin C and E Supplementation on Muscle Damage and Oxidative Stress in Female Athletes: A Clinical Trial,"Maryam Taghiyar, Leila Darvishi, Gholamrez Askari, Awat Feizi, Mitra Hariri, Nafiseh Shokri Mashhadi...",PMC3665020,International Journal of Preventive Medicine,2013-04-01,,This study investigated vitamin C and E supplementation's effects on muscle damage and oxidative stress in female athletes. Results showed vitamin C and E supplementation reduced muscle damage and oxidative stress markers.
The effects of antioxidant vitamin supplementation on resistance exercise induced lipid peroxidation in trained and untrained participants,"Peter E Viitala, Ian J Newhouse, Norm LaVoie, Christine Gottardo",PMC479696,Lipids in Health and Disease,2004-01-01,https://doi.org/10.1186/1476-511X-3-14,"This study investigated the impact of vitamin E supplementation on exercise-induced lipid peroxidation in trained and untrained individuals. Vitamin E supplementation did not reduce oxidative damage, and training status did not affect lipid peroxidation levels post-exercise."
