title,authors,id,source,date,url,abstract
The effects of antioxidant vitamin supplementation on resistance exercise induced lipid peroxidation in trained and untrained participants,"Peter E Viitala, Ian J Newhouse, Norm LaVoie, Christine Gottardo",PMC479696,Lipids in Health and Disease,2004-01-01,https://doi.org/10.1186/1476-511X-3-14,"This study investigated the impact of vitamin E supplementation on exercise-induced lipid peroxidation in trained and untrained individuals. Vitamin E supplementation did not reduce oxidative damage, and training status did not affect lipid peroxidation levels post-exercise."
Can supplementation with vitamin C and E alter physiological adaptations to strength training?,"Gøran Paulsen, Kristoffer T Cumming, Håvard Hamarsland, Elisabet Børsheim, Sveinung Berntsen, Truls ...",PMC4114441,"BMC Sports Science, Medicine and Rehabilitation",2014-01-01,https://doi.org/10.1186/2052-1847-6-28,High doses of vitamins C and E were tested for their effects on strength training adaptations in young and older men. Supplementation blunted adaptations in young men but showed potential benefits in older men.
Effects of vitamin C and E supplementation on endogenous antioxidant systems and heat shock proteins in response to endurance training,"Kristoffer T. Cumming, Truls Raastad, Geir Holden, Nasser E. Bastani, Damaris Schneeberger, Maria Pa...",PMC4254089,Physiological Reports,2014-10-01,https://doi.org/10.14814/phy2.12142,This study examined vitamin C and E supplementation's effects on antioxidant and heat shock protein systems during endurance training. Supplementation did not alter long-term training adaptations but increased acute exercise stress responses.
"Effects of vitamins C and E supplementation combined with 12-week resistance training in older women with sarcopenia: A randomized, double-blind, placebo-controlled trial","Xu Liu, Bo Chen, Yutian Jin, Feiyan Zhong, Yunjuan Zhang, Yu Li, Yun Zhang, Runhong Cui, Bing Wu, Cu...",PMC12384908,Medicine,2025-08-22,https://doi.org/10.1097/MD.0000000000043976,"This study investigated the effects of combined vitamin C, E, and resistance training in older women with sarcopenia. Supplementation with vitamins C and E enhanced muscle mass and strength gains compared to placebo."
Vitamin C and E supplementation does not affect heat shock proteins or endogenous antioxidants in trained skeletal muscles during 12 weeks of strength training,"K. T. Cumming, T. Raastad, A. Sørstrøm, M. P. Paronetto, N. Mercatelli, I. Ugelstad, D. Caporossi, G...",PMC7050865,BMC nutrition,2017-08-17,https://doi.org/10.1186/s40795-017-0185-8,This study examined the impact of vitamin C and E supplementation on trained individuals undergoing strength training. The supplementation did not alter acute exercise stress responses or long-term adaptations in heat shock proteins or endogenous antioxidants.
Vitamin C and E Supplementation Effects in Professional Soccer Players Under Regular Training,"Claudio C Zoppi, Rodrigo Hohl, Fernando C Silva, Fernanda L Lazarim, Joaquim MF Antunes Neto, Mirtes...",PMC2129167,Journal of the International Society of Sports Nutrition,2006-01-01,https://doi.org/10.1186/1550-2783-3-2-37,This study investigated vitamin C and E supplementation in professional soccer players during training. Supplementation reduced lipid peroxidation and muscle damage but did not improve performance.
Vitamin D 3  supplementation does not enhance the effects of resistance training in older adults,"Knut Sindre Mølmen, Daniel Hammarström, Karianne Pedersen, Anne Cecilie Lian Lie, Ragnvald B. Steile...",PMC8200443,"Journal of Cachexia, Sarcopenia and Muscle",2021-03-31,https://doi.org/10.1002/jcsm.12688,"This study investigated the effects of vitamin D3 supplementation on resistance training outcomes in older adults. Vitamin D3 supplementation did not enhance improvements in muscle strength, mass, or endurance compared to placebo."
Does Vitamin C and E Supplementation Impair the Favorable Adaptations of Regular Exercise?,"Michalis G. Nikolaidis, Chad M. Kerksick, Manfred Lamprecht, Steven R. McAnulty",PMC3425865,Oxidative Medicine and Cellular Longevity,2012-01-01,https://doi.org/10.1155/2012/707941,This study investigated whether vitamin C and E supplementation interferes with exercise adaptations. High doses of these vitamins are not recommended for exercising individuals due to conflicting evidence on their efficacy and potential harm.
"The Effect of Vitamins C and E Supplementation on Muscle Damage, Performance, and Body Composition in Athlete Women: A Clinical Trial","Maryam Taghiyar, Reza Ghiasvand, Gholamreza Askari, Awat Feizi, Mitra Hariri, Nafiseh Shokri Mashhad...",PMC3665021,International Journal of Preventive Medicine,2013-04-01,,"This clinical trial examined the effects of vitamin C and E supplementation on muscle damage, performance, and body composition in trained female athletes over four weeks. The study found no significant improvements in any of these parameters due to the supplementation."
The effect of combined resistance exercise training and vitamin D 3  supplementation on musculoskeletal health and function in older adults: a systematic review and meta-analysis,"Anneka Elizabeth Antoniak, Carolyn A Greig",PMC5541589,BMJ Open,2017-01-01,https://doi.org/10.1136/bmjopen-2016-014619,This systematic review evaluated combined resistance exercise and vitamin D supplementation in older adults. The combination significantly improved lower limb muscle strength compared to exercise alone.
